filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
e0df0bb3-0f18-4753-bcb9-d41295694cc3.fast5	e0df0bb3-0f18-4753-bcb9-d41295694cc3	e3690464147f831e944be7d71be5c407b681cbb7	0	802	3	18672.023500	37.598500	30078	TRUE	18672.101000	30016	37.521000	21947	10.174218	0.000000	78.586296	9.868977	78.208229	10.258689
663745c8-991f-476c-a3ee-c3ef95e46757.fast5	663745c8-991f-476c-a3ee-c3ef95e46757	e3690464147f831e944be7d71be5c407b681cbb7	0	2021	4	18683.218750	54.920000	43936	TRUE	18684.017500	43297	54.121250	26386	11.606314	0.000000	76.758705	10.600012	76.695564	10.963058
9722f962-d28d-41dd-b158-8e5f0fb2196d.fast5	9722f962-d28d-41dd-b158-8e5f0fb2196d	e3690464147f831e944be7d71be5c407b681cbb7	0	1841	3	18685.484250	42.522000	34017	TRUE	18685.606750	33919	42.399500	22536	11.402865	0.000000	81.144920	10.234494	80.690842	10.178854
561365ec-ad31-4493-9691-d8c334ba93e2.fast5	561365ec-ad31-4493-9691-d8c334ba93e2	e3690464147f831e944be7d71be5c407b681cbb7	0	1730	3	18621.307000	70.854500	56683	TRUE	18621.593250	56454	70.568250	38001	11.815041	0.000000	76.393188	10.234494	75.212135	10.920318
b247ebb6-46e9-46d1-8027-8a5047511237.fast5	b247ebb6-46e9-46d1-8027-8a5047511237	e3690464147f831e944be7d71be5c407b681cbb7	0	958	1	18596.831500	104.170000	83336	TRUE	18597.017750	83187	103.983750	37367	12.370179	0.000000	79.682846	10.234494	79.130135	10.298841
a0bec60b-c496-47c9-afa9-df3c66009efd.fast5	a0bec60b-c496-47c9-afa9-df3c66009efd	e3690464147f831e944be7d71be5c407b681cbb7	0	1034	2	18663.959750	41.575500	33260	TRUE	18664.336000	32959	41.199250	22513	8.599663	0.000000	77.855255	10.234494	78.514343	10.481475
85a9ea8c-8ea4-4fab-b21c-59ceefd62497.fast5	85a9ea8c-8ea4-4fab-b21c-59ceefd62497	e3690464147f831e944be7d71be5c407b681cbb7	0	144	4	18708.088500	12.304750	9843	TRUE	18708.138500	9803	12.254750	6328	9.284551	0.000000	75.662155	10.234494	74.046059	10.440612
c5954934-e977-42d0-a56e-72abc2fd6748.fast5	c5954934-e977-42d0-a56e-72abc2fd6748	e3690464147f831e944be7d71be5c407b681cbb7	0	43	2	18620.335500	78.870250	63096	TRUE	18620.716750	62791	78.489000	43329	7.853477	0.000000	74.200081	9.503459	73.757393	10.218695
38a483ab-6454-4f29-9d70-5cf8d8490210.fast5	38a483ab-6454-4f29-9d70-5cf8d8490210	e3690464147f831e944be7d71be5c407b681cbb7	0	1967	1	18666.026500	57.921250	46337	TRUE	18666.144000	46243	57.803750	32797	8.610094	0.000000	77.124222	9.503459	76.695564	9.904298
1278e9cd-e27e-48a8-8ca4-fcfa18ee4664.fast5	1278e9cd-e27e-48a8-8ca4-fcfa18ee4664	e3690464147f831e944be7d71be5c407b681cbb7	0	1594	2	18654.127500	32.277000	25821	TRUE	18654.162500	25793	32.242000	17360	11.773186	0.000000	78.220779	10.234494	77.297089	10.198754
a33132dc-483f-40ef-b7f5-e02d562c2fdd.fast5	a33132dc-483f-40ef-b7f5-e02d562c2fdd	e3690464147f831e944be7d71be5c407b681cbb7	0	678	3	18642.536000	43.416500	34733	TRUE	18642.591000	34689	43.361500	26151	8.305405	0.000000	76.027672	10.234494	77.297089	10.339149
e68f8457-34c5-458c-817d-4b463dc76bb1.fast5	e68f8457-34c5-458c-817d-4b463dc76bb1	e3690464147f831e944be7d71be5c407b681cbb7	0	2846	2	18635.942000	32.446750	25957	TRUE	18635.942000	25957	32.446750	15480	13.674432	0.000000	77.855255	10.234494	75.802025	10.021047
41f70e9c-c6b5-4dc0-8070-bfe51ca66704.fast5	41f70e9c-c6b5-4dc0-8070-bfe51ca66704	e3690464147f831e944be7d71be5c407b681cbb7	0	2732	3	18683.129250	35.854750	28683	TRUE	18683.323000	28528	35.661000	19082	11.626080	0.000000	67.620766	9.137941	66.634239	9.674865
5b3cef6e-7383-4a6b-9084-82e334ad1d89.fast5	5b3cef6e-7383-4a6b-9084-82e334ad1d89	e3690464147f831e944be7d71be5c407b681cbb7	0	672	1	18674.360250	12.653500	10122	TRUE	18674.442750	10056	12.571000	6776	8.068551	0.000000	83.338020	10.234494	81.006638	10.856518
7df126b3-c87f-4f50-86c3-6770c8f461ed.fast5	7df126b3-c87f-4f50-86c3-6770c8f461ed	e3690464147f831e944be7d71be5c407b681cbb7	0	240	1	18680.557000	23.216500	18573	TRUE	18680.775750	18398	22.997750	11723	11.630002	0.000000	76.393188	10.234494	75.212135	10.625760
af6eb987-e2c2-4d35-be4b-608af3ba30d8.fast5	af6eb987-e2c2-4d35-be4b-608af3ba30d8	e3690464147f831e944be7d71be5c407b681cbb7	0	2059	4	18657.944250	53.738750	42991	TRUE	18658.010500	42938	53.672500	28247	10.565388	0.000000	78.220779	10.234494	77.297089	10.399908
a1805a3a-1b00-45b7-b9e3-864103f5d407.fast5	a1805a3a-1b00-45b7-b9e3-864103f5d407	e3690464147f831e944be7d71be5c407b681cbb7	0	1662	2	18659.336250	29.861500	23889	TRUE	18659.526250	23737	29.671500	17587	8.404153	0.000000	74.200081	9.503459	74.335876	9.618341
18e61b09-6f04-4e6f-a48a-c45ae8912881.fast5	18e61b09-6f04-4e6f-a48a-c45ae8912881	e3690464147f831e944be7d71be5c407b681cbb7	0	2148	2	18612.992750	59.208750	47367	TRUE	18613.081500	47296	59.120000	33878	10.907579	0.000000	78.586296	9.868977	77.599609	10.079936
fb3a5aeb-bf73-4ef7-8ed1-56cef7b0f123.fast5	fb3a5aeb-bf73-4ef7-8ed1-56cef7b0f123	e3690464147f831e944be7d71be5c407b681cbb7	0	2029	2	18726.924750	4.770500	3816	TRUE	18726.998500	3757	4.696750	2399	10.995567	0.000000	75.296638	9.503459	73.757393	10.139171
32f0a5e0-3785-4900-9e98-07169a93f360.fast5	32f0a5e0-3785-4900-9e98-07169a93f360	e3690464147f831e944be7d71be5c407b681cbb7	0	1949	2	18674.794750	51.948000	41558	TRUE	18675.088500	41323	51.654250	26074	13.156175	0.000000	76.758705	9.868977	74.626831	9.304227
7146e6be-8bcd-4d23-8ddf-3fae10fa7f7d.fast5	7146e6be-8bcd-4d23-8ddf-3fae10fa7f7d	e3690464147f831e944be7d71be5c407b681cbb7	0	160	2	18678.644750	53.553750	42843	TRUE	18679.021000	42542	53.177500	27673	9.294340	0.000000	78.220779	9.868977	76.695564	10.060267
612c8ba6-93b6-40cd-bbfe-b96b6353cf21.fast5	612c8ba6-93b6-40cd-bbfe-b96b6353cf21	e3690464147f831e944be7d71be5c407b681cbb7	0	2872	3	18657.007250	42.582250	34065	TRUE	18657.101000	33990	42.488500	18632	10.618577	0.000000	81.875954	10.234494	79.750755	10.258689
e86c5039-8ef8-4b76-9ba1-07fe67ae33fb.fast5	e86c5039-8ef8-4b76-9ba1-07fe67ae33fb	e3690464147f831e944be7d71be5c407b681cbb7	0	174	3	18667.245750	17.863750	14291	TRUE	18667.537000	14058	17.572500	9069	13.068466	0.000000	76.393188	10.600012	76.396545	10.339149
5bd82b04-a6f3-492d-9c24-2f4cc3b06a36.fast5	5bd82b04-a6f3-492d-9c24-2f4cc3b06a36	e3690464147f831e944be7d71be5c407b681cbb7	0	1280	4	18663.976500	39.119000	31295	TRUE	18664.635250	30768	38.460250	21649	10.403839	0.000000	75.296638	10.234494	75.212135	11.070642
91ec3ee4-6843-49cf-9b18-a3c7f48a8f0d.fast5	91ec3ee4-6843-49cf-9b18-a3c7f48a8f0d	e3690464147f831e944be7d71be5c407b681cbb7	0	278	4	18654.929250	28.711250	22969	TRUE	18655.929250	22169	27.711250	15339	9.638287	0.000000	69.082832	9.503459	68.749451	10.399908
8ce6f14c-cb90-4c5c-ace0-bbdf4a255abd.fast5	8ce6f14c-cb90-4c5c-ace0-bbdf4a255abd	e3690464147f831e944be7d71be5c407b681cbb7	0	2067	2	18658.200000	17.623750	14099	TRUE	18658.261250	14050	17.562500	9885	10.378731	0.000000	81.510437	9.868977	79.130135	9.981977
00d9087c-842b-4cdf-b647-7387939e5bee.fast5	00d9087c-842b-4cdf-b647-7387939e5bee	e3690464147f831e944be7d71be5c407b681cbb7	0	2433	2	18702.924250	40.309000	32247	TRUE	18703.253000	31984	39.980250	22797	11.443478	0.000000	76.758705	10.234494	75.802025	9.524869
977fe101-fda7-4426-83c2-bf9b8fe9b873.fast5	977fe101-fda7-4426-83c2-bf9b8fe9b873	e3690464147f831e944be7d71be5c407b681cbb7	0	2282	4	18666.883500	30.699500	24559	TRUE	18667.173500	24327	30.409500	14261	8.942343	0.000000	74.200081	11.331047	76.695564	10.709099
bc277c55-9528-4518-a39e-cd7f8c108b5c.fast5	bc277c55-9528-4518-a39e-cd7f8c108b5c	e3690464147f831e944be7d71be5c407b681cbb7	0	2403	2	18631.172250	34.770750	27816	TRUE	18631.273500	27735	34.669500	16059	9.787761	0.000000	77.855255	9.868977	76.098694	9.943062
9ad1c8e2-00fc-4824-bc34-e327d5ff8dd3.fast5	9ad1c8e2-00fc-4824-bc34-e327d5ff8dd3	e3690464147f831e944be7d71be5c407b681cbb7	0	2614	2	18560.274500	100.035500	80028	TRUE	18560.487000	79858	99.823000	53644	10.278459	0.000000	76.393188	10.234494	74.918900	10.399908
964e6ed2-f88e-464f-9260-9b55bcb18a75.fast5	964e6ed2-f88e-464f-9260-9b55bcb18a75	e3690464147f831e944be7d71be5c407b681cbb7	0	828	2	18668.532750	56.408000	45126	TRUE	18668.672750	45014	56.268000	30827	10.452911	0.000000	77.489738	9.868977	76.098694	10.318974
f35ff8cc-e5d0-4e11-beb4-80ef563f9201.fast5	f35ff8cc-e5d0-4e11-beb4-80ef563f9201	e3690464147f831e944be7d71be5c407b681cbb7	0	2208	4	18662.093000	55.394250	44315	TRUE	18662.165500	44257	55.321750	30670	10.729511	0.000000	77.124222	10.234494	76.396545	10.584335
57525732-4a55-4be5-b762-6c375d167a9c.fast5	57525732-4a55-4be5-b762-6c375d167a9c	e3690464147f831e944be7d71be5c407b681cbb7	0	1651	2	18561.814500	98.576250	78861	TRUE	18561.900750	78792	98.490000	52953	11.669968	0.000000	78.951813	10.234494	77.903336	10.298841
5bb97859-f1e4-48c3-ace0-4b1c3346b0bc.fast5	5bb97859-f1e4-48c3-ace0-4b1c3346b0bc	e3690464147f831e944be7d71be5c407b681cbb7	0	1332	2	18680.800500	52.360000	41888	TRUE	18680.924250	41789	52.236250	28950	10.970472	0.000000	78.220779	10.234494	76.995728	10.584335
056a701e-4fdc-4113-b196-fd95d92ad96d.fast5	056a701e-4fdc-4113-b196-fd95d92ad96d	e3690464147f831e944be7d71be5c407b681cbb7	0	2208	4	18630.620250	29.663250	23730	TRUE	18630.781500	23601	29.502000	14841	10.317654	0.000000	76.758705	10.234494	76.695564	10.835334
aa22674b-605f-49c3-ad35-1aa3ab90fbdb.fast5	aa22674b-605f-49c3-ad35-1aa3ab90fbdb	e3690464147f831e944be7d71be5c407b681cbb7	0	77	3	18674.960750	46.464250	37171	TRUE	18675.748250	36541	45.676750	23498	11.643928	0.000000	78.951813	10.234494	78.821617	10.099642
2f14ce6c-5ffb-4893-ac2d-a94f36239760.fast5	2f14ce6c-5ffb-4893-ac2d-a94f36239760	e3690464147f831e944be7d71be5c407b681cbb7	0	1393	4	18613.344750	50.729000	40583	TRUE	18613.344750	40583	50.729000	25823	12.929060	0.000000	77.855255	10.234494	76.695564	10.178854
f6f9a7d4-91f5-439b-822e-01208cb67755.fast5	f6f9a7d4-91f5-439b-822e-01208cb67755	e3690464147f831e944be7d71be5c407b681cbb7	0	2301	2	18690.837250	48.810750	39048	TRUE	18691.091000	38845	48.557000	25298	12.199628	0.000000	79.317329	9.868977	78.208229	10.359361
84c06ca3-b05a-46f4-a3ed-6dff0fd47690.fast5	84c06ca3-b05a-46f4-a3ed-6dff0fd47690	e3690464147f831e944be7d71be5c407b681cbb7	0	1287	3	18570.520750	156.242000	124993	TRUE	18570.537000	124980	156.225750	78279	8.438700	0.000000	79.317329	11.331047	79.750755	10.139171
f947c4a5-7cc9-46c2-bd65-fdec7d98ee87.fast5	f947c4a5-7cc9-46c2-bd65-fdec7d98ee87	e3690464147f831e944be7d71be5c407b681cbb7	0	229	3	18613.876000	132.870500	106296	TRUE	18613.983500	106210	132.763000	70430	11.665718	0.000000	76.027672	10.234494	75.802025	10.178854
508f672d-0877-4135-b738-6af6401b839a.fast5	508f672d-0877-4135-b738-6af6401b839a	e3690464147f831e944be7d71be5c407b681cbb7	0	1972	2	18643.340500	43.436000	34748	TRUE	18643.378000	34718	43.398500	24506	10.711473	0.000000	75.662155	9.868977	74.046059	10.258689
bd490c41-3add-4806-a73f-a73294a9c77c.fast5	bd490c41-3add-4806-a73f-a73294a9c77c	e3690464147f831e944be7d71be5c407b681cbb7	0	815	2	18635.103000	66.287250	53029	TRUE	18635.103000	53029	66.287250	35310	11.316828	0.000000	77.855255	10.600012	78.514343	10.730037
d8a73209-cac3-4a9a-864c-e3321f11cd38.fast5	d8a73209-cac3-4a9a-864c-e3321f11cd38	e3690464147f831e944be7d71be5c407b681cbb7	0	2598	2	18695.417750	16.240500	12992	TRUE	18695.992750	12532	15.665500	8237	12.318453	0.000000	77.124222	10.234494	78.208229	10.605026
40ecffca-72e9-40c1-b045-deda4715cfe6.fast5	40ecffca-72e9-40c1-b045-deda4715cfe6	e3690464147f831e944be7d71be5c407b681cbb7	0	2442	3	18646.809250	80.095000	64076	TRUE	18647.089250	63852	79.815000	41143	10.286077	0.000000	78.951813	10.234494	78.208229	10.584335
9d8e211a-eb2a-477f-aa46-be842d1ede01.fast5	9d8e211a-eb2a-477f-aa46-be842d1ede01	e3690464147f831e944be7d71be5c407b681cbb7	0	117	1	18657.652000	40.017500	32014	TRUE	18657.674500	31996	39.995000	22326	10.988756	0.000000	70.544907	9.503459	70.655258	9.340642
94e0678c-4324-4ea8-a58e-e8d686bd5536.fast5	94e0678c-4324-4ea8-a58e-e8d686bd5536	e3690464147f831e944be7d71be5c407b681cbb7	0	2761	3	18663.270250	44.276500	35421	TRUE	18663.554000	35194	43.992750	22792	12.273119	0.000000	76.027672	9.868977	76.098694	10.420238
90f5fe1f-f9ba-4178-be59-baef98ecbbef.fast5	90f5fe1f-f9ba-4178-be59-baef98ecbbef	e3690464147f831e944be7d71be5c407b681cbb7	0	2862	3	18676.387500	26.797000	21437	TRUE	18676.662500	21217	26.522000	11797	14.007981	0.000000	81.510437	9.868977	79.130135	10.099642
cacc3232-cce0-41fb-b9b4-e35626cd2914.fast5	cacc3232-cce0-41fb-b9b4-e35626cd2914	e3690464147f831e944be7d71be5c407b681cbb7	0	423	2	18651.435250	32.959500	26367	TRUE	18651.744000	26120	32.650750	16437	10.522043	0.000000	76.393188	10.600012	76.995728	10.667349
536f9496-b7b1-4932-be2e-8687c2aa06f3.fast5	536f9496-b7b1-4932-be2e-8687c2aa06f3	e3690464147f831e944be7d71be5c407b681cbb7	0	197	3	18704.741500	21.430750	17144	TRUE	18704.782750	17111	21.389500	11310	10.607750	0.000000	79.317329	9.868977	79.130135	9.981977
64827d51-b4da-4189-94af-740c34cca7bf.fast5	64827d51-b4da-4189-94af-740c34cca7bf	e3690464147f831e944be7d71be5c407b681cbb7	0	516	3	18631.976750	33.932250	27145	TRUE	18632.123000	27028	33.786000	18267	8.726307	0.000000	71.641457	8.406906	70.655258	9.524869
4c2679c9-2585-446d-9534-537b9d14ceef.fast5	4c2679c9-2585-446d-9534-537b9d14ceef	e3690464147f831e944be7d71be5c407b681cbb7	0	2553	1	18689.449500	37.971000	30376	TRUE	18689.598250	30257	37.822250	20714	11.191696	0.000000	78.586296	9.868977	76.995728	10.139171
e1618480-332d-49c9-aed6-4b82feb5ea18.fast5	e1618480-332d-49c9-aed6-4b82feb5ea18	e3690464147f831e944be7d71be5c407b681cbb7	0	2925	2	18725.842750	6.657500	5326	TRUE	18726.119000	5105	6.381250	3246	10.579836	0.000000	77.124222	9.503459	76.098694	10.339149
49a191eb-4cbd-4f4c-bdb7-1cea4175f8c5.fast5	49a191eb-4cbd-4f4c-bdb7-1cea4175f8c5	e3690464147f831e944be7d71be5c407b681cbb7	0	2327	1	18661.519250	28.392500	22714	TRUE	18661.519250	22714	28.392500	15024	11.232877	0.000000	81.144920	9.868977	80.690842	10.667349
92af9090-ceeb-4f01-823f-504353372f86.fast5	92af9090-ceeb-4f01-823f-504353372f86	e3690464147f831e944be7d71be5c407b681cbb7	0	2300	2	18669.901000	22.363500	17890	TRUE	18670.188500	17660	22.076000	11100	12.195685	0.000000	77.124222	9.868977	75.802025	10.119388
d4f034a3-78dc-44fc-8076-515213e951de.fast5	d4f034a3-78dc-44fc-8076-515213e951de	e3690464147f831e944be7d71be5c407b681cbb7	0	30	2	18627.855250	44.465250	35572	TRUE	18627.904000	35533	44.416500	23910	12.268903	0.000000	76.393188	10.234494	75.802025	10.814193
814d8041-0c25-4188-b199-164d4f938f2e.fast5	814d8041-0c25-4188-b199-164d4f938f2e	e3690464147f831e944be7d71be5c407b681cbb7	0	1676	2	18656.571250	53.264500	42611	TRUE	18656.796250	42431	53.039500	31012	11.202701	0.000000	78.586296	9.868977	76.995728	10.646533
6ff82bf4-43b9-4dba-9703-27b5d7296888.fast5	6ff82bf4-43b9-4dba-9703-27b5d7296888	e3690464147f831e944be7d71be5c407b681cbb7	0	803	1	18559.450000	133.812750	107050	TRUE	18559.847500	106732	133.415250	74073	8.266094	0.000000	80.779396	9.503459	79.439850	11.049043
bb8224fa-ffcb-40bf-8c27-1479a082e493.fast5	bb8224fa-ffcb-40bf-8c27-1479a082e493	e3690464147f831e944be7d71be5c407b681cbb7	0	878	1	18622.233250	123.940250	99152	TRUE	18622.620750	98842	123.552750	59510	8.288765	0.000000	74.200081	9.868977	72.898087	9.340642
e6a2b4bf-444e-4a41-a582-9e8d43708b90.fast5	e6a2b4bf-444e-4a41-a582-9e8d43708b90	e3690464147f831e944be7d71be5c407b681cbb7	0	459	2	18651.952250	12.401250	9921	TRUE	18652.036000	9854	12.317500	6555	13.005139	0.000000	78.586296	9.868977	76.695564	9.923660
b230549f-e435-4f93-ba78-06e1aa16e4c0.fast5	b230549f-e435-4f93-ba78-06e1aa16e4c0	e3690464147f831e944be7d71be5c407b681cbb7	0	785	2	18712.773250	30.236000	24188	TRUE	18713.768250	23392	29.241000	15777	10.977894	0.000000	78.220779	10.234494	77.903336	10.298841
eac1ed3b-4ae0-4a57-8b76-8775e3d668a1.fast5	eac1ed3b-4ae0-4a57-8b76-8775e3d668a1	e3690464147f831e944be7d71be5c407b681cbb7	0	1653	3	18686.318750	25.888750	20711	TRUE	18686.428750	20623	25.778750	14140	12.285654	0.000000	80.048363	9.868977	78.821617	10.440612
d5cea206-5598-44c4-b58a-d85d4a2d9bea.fast5	d5cea206-5598-44c4-b58a-d85d4a2d9bea	e3690464147f831e944be7d71be5c407b681cbb7	0	334	2	18664.319500	75.941500	60753	TRUE	18664.373250	60710	75.887750	41113	11.964653	0.000000	79.317329	10.234494	78.821617	10.238671
596c1649-24d8-4dc9-82bd-15a2613b059a.fast5	596c1649-24d8-4dc9-82bd-15a2613b059a	e3690464147f831e944be7d71be5c407b681cbb7	0	970	3	18687.285750	52.029000	41623	TRUE	18687.337000	41582	51.977750	27370	9.499658	0.000000	77.124222	9.868977	74.918900	10.060267
3418a275-d4ed-44f1-9fc8-34afd3a16934.fast5	3418a275-d4ed-44f1-9fc8-34afd3a16934	e3690464147f831e944be7d71be5c407b681cbb7	0	1875	1	18630.761750	92.085750	73668	TRUE	18630.870500	73581	91.977000	50145	10.122905	0.000000	78.586296	9.503459	76.695564	9.693780
30d20627-b9de-4d01-953d-789033797680.fast5	30d20627-b9de-4d01-953d-789033797680	e3690464147f831e944be7d71be5c407b681cbb7	0	830	1	18647.649250	24.404250	19523	TRUE	18647.788000	19412	24.265500	11565	10.361010	0.000000	71.641457	10.234494	72.048813	9.788909
a828bb6f-8c03-4ac9-afbb-1dc2b09650dc.fast5	a828bb6f-8c03-4ac9-afbb-1dc2b09650dc	e3690464147f831e944be7d71be5c407b681cbb7	0	2128	3	18665.357250	15.606500	12485	TRUE	18665.412250	12441	15.551500	8040	8.932833	0.000000	78.586296	11.696565	80.690842	10.178854
a9fb3535-c29d-44f2-85ec-3869acc27c72.fast5	a9fb3535-c29d-44f2-85ec-3869acc27c72	e3690464147f831e944be7d71be5c407b681cbb7	0	1862	2	18649.803750	65.790750	52632	TRUE	18650.048750	52436	65.545750	35926	11.568562	0.000000	79.317329	10.234494	78.208229	10.709099
68111b59-8c16-4e5a-a769-e7025026a2d9.fast5	68111b59-8c16-4e5a-a769-e7025026a2d9	e3690464147f831e944be7d71be5c407b681cbb7	0	2854	3	18603.638000	79.266750	63413	TRUE	18603.974250	63144	78.930500	42670	10.585046	0.000000	73.834564	9.503459	73.469833	9.865685
7f672309-c74f-4cfd-8ef2-03a94c7966e4.fast5	7f672309-c74f-4cfd-8ef2-03a94c7966e4	e3690464147f831e944be7d71be5c407b681cbb7	0	1288	3	18661.572250	66.878500	53502	TRUE	18661.767250	53346	66.683500	36923	11.045230	0.000000	79.682846	10.600012	78.514343	10.584335
919a4723-9526-4c00-9e32-da5a45333a11.fast5	919a4723-9526-4c00-9e32-da5a45333a11	e3690464147f831e944be7d71be5c407b681cbb7	0	1698	4	18702.436000	25.777500	20622	TRUE	18702.461000	20602	25.752500	13195	12.409603	0.000000	83.338020	10.965529	83.252228	10.899009
3a0dcd03-2378-4ca1-b9c2-567c69fb0518.fast5	3a0dcd03-2378-4ca1-b9c2-567c69fb0518	e3690464147f831e944be7d71be5c407b681cbb7	0	786	2	18646.179000	45.072250	36057	TRUE	18646.356500	35915	44.894750	24516	11.918283	0.000000	77.124222	10.234494	75.506493	10.501966
a9213ff3-f96a-4665-9171-b9bb60704ae2.fast5	a9213ff3-f96a-4665-9171-b9bb60704ae2	e3690464147f831e944be7d71be5c407b681cbb7	0	2852	2	18636.510250	56.708500	45366	TRUE	18636.561500	45325	56.657250	28628	10.888767	0.000000	77.855255	10.234494	76.995728	10.605026
c9091cf5-b7d1-4501-90f4-cf0a9a6dddbf.fast5	c9091cf5-b7d1-4501-90f4-cf0a9a6dddbf	e3690464147f831e944be7d71be5c407b681cbb7	0	870	2	18680.127500	33.882250	27105	TRUE	18680.191250	27054	33.818500	16463	9.293803	0.000000	79.682846	9.868977	77.903336	10.877742
334cdd76-22b2-41f7-8f9c-5270d8fd132f.fast5	334cdd76-22b2-41f7-8f9c-5270d8fd132f	e3690464147f831e944be7d71be5c407b681cbb7	0	596	3	18633.047000	28.580250	22864	TRUE	18633.313250	22651	28.314000	15242	11.726174	0.000000	80.048363	10.234494	78.514343	10.040639
9c7b2d91-13fb-4cb0-b217-a62572e66010.fast5	9c7b2d91-13fb-4cb0-b217-a62572e66010	e3690464147f831e944be7d71be5c407b681cbb7	0	2079	2	18571.013000	121.843250	97474	TRUE	18571.194250	97329	121.662000	59059	10.750773	0.000000	76.758705	10.234494	76.995728	9.712731
71adcc2b-3291-45f8-b262-2531623d7be4.fast5	71adcc2b-3291-45f8-b262-2531623d7be4	e3690464147f831e944be7d71be5c407b681cbb7	0	1983	4	18699.666250	43.328250	34662	TRUE	18699.823750	34536	43.170750	25022	10.258951	0.000000	75.296638	9.868977	75.802025	10.646533
4bfb60b0-3b5c-4321-a253-d4a366b6be94.fast5	4bfb60b0-3b5c-4321-a253-d4a366b6be94	e3690464147f831e944be7d71be5c407b681cbb7	0	2294	4	18590.315500	78.224750	62579	TRUE	18590.403000	62509	78.137250	39744	8.639911	0.000000	76.393188	9.868977	74.335876	10.079936
13b21aac-23fd-4b77-b44b-669a257a80ca.fast5	13b21aac-23fd-4b77-b44b-669a257a80ca	e3690464147f831e944be7d71be5c407b681cbb7	0	840	2	18662.362500	23.613500	18890	TRUE	18662.440000	18828	23.536000	12873	11.262435	0.000000	76.758705	9.868977	75.506493	9.884972
a481e933-1b25-45a4-b8df-cb89df5a3cb4.fast5	a481e933-1b25-45a4-b8df-cb89df5a3cb4	e3690464147f831e944be7d71be5c407b681cbb7	0	194	4	18672.200500	69.531000	55624	TRUE	18672.513000	55374	69.218500	37121	10.328462	0.000000	78.220779	10.234494	77.599609	10.709099
33c412fa-37ac-4d3e-8725-6ee55670ca47.fast5	33c412fa-37ac-4d3e-8725-6ee55670ca47	e3690464147f831e944be7d71be5c407b681cbb7	0	683	3	18647.538750	36.750000	29400	TRUE	18647.558750	29384	36.730000	19742	11.174376	0.000000	80.779396	10.234494	81.323700	9.962500
8d113ddf-715e-41eb-93aa-1efd6bffc08c.fast5	8d113ddf-715e-41eb-93aa-1efd6bffc08c	e3690464147f831e944be7d71be5c407b681cbb7	0	2089	3	18686.978000	15.553000	12442	TRUE	18687.433000	12078	15.098000	7918	10.637613	0.000000	80.048363	9.137941	78.821617	9.904298
46d31b10-7a93-4f57-ab81-6dcade0188d4.fast5	46d31b10-7a93-4f57-ab81-6dcade0188d4	e3690464147f831e944be7d71be5c407b681cbb7	0	539	2	18632.376750	31.693750	25355	TRUE	18632.436750	25307	31.633750	17448	11.489738	0.000000	78.951813	10.234494	79.130135	9.750745
ba99f9d5-1503-444f-b282-514b8d5bd9b1.fast5	ba99f9d5-1503-444f-b282-514b8d5bd9b1	e3690464147f831e944be7d71be5c407b681cbb7	0	2665	3	18651.526500	74.797750	59838	TRUE	18651.727750	59677	74.596500	42286	8.434453	0.000000	76.758705	9.868977	76.098694	9.827221
61fe3451-bf3b-480b-882c-b1cf92df32eb.fast5	61fe3451-bf3b-480b-882c-b1cf92df32eb	e3690464147f831e944be7d71be5c407b681cbb7	0	1959	4	18633.529500	23.587750	18870	TRUE	18633.544500	18858	23.572750	14176	9.719504	0.000000	70.544907	9.503459	71.488106	9.884972
4ca6ca8c-0767-4a81-a7d8-d4d35bfcca44.fast5	4ca6ca8c-0767-4a81-a7d8-d4d35bfcca44	e3690464147f831e944be7d71be5c407b681cbb7	0	1230	3	18634.291500	29.437750	23550	TRUE	18634.427750	23441	29.301500	15268	10.715481	0.000000	76.758705	10.234494	76.396545	9.827221
88d0fe1e-20dc-47df-a6cd-e25699b4a06e.fast5	88d0fe1e-20dc-47df-a6cd-e25699b4a06e	e3690464147f831e944be7d71be5c407b681cbb7	0	2750	1	18635.942250	55.270500	44216	TRUE	18636.193500	44015	55.019250	29830	11.270679	0.000000	75.296638	10.234494	75.506493	9.637146
51b67a3f-b7b8-4473-9a53-198011bd6165.fast5	51b67a3f-b7b8-4473-9a53-198011bd6165	e3690464147f831e944be7d71be5c407b681cbb7	0	2136	2	18621.167500	67.830000	54264	TRUE	18621.640000	53886	67.357500	36017	11.653934	0.000000	77.489738	10.234494	77.599609	10.060267
ccb65819-5e45-4d02-bfcd-d85b097b2cf4.fast5	ccb65819-5e45-4d02-bfcd-d85b097b2cf4	e3690464147f831e944be7d71be5c407b681cbb7	0	1449	2	18668.417000	51.460750	41168	TRUE	18668.530750	41077	51.347000	27223	9.378819	0.000000	73.834564	9.868977	73.469833	9.923660
4a4f3879-fd62-49ee-99d1-b8908ece7fcc.fast5	4a4f3879-fd62-49ee-99d1-b8908ece7fcc	e3690464147f831e944be7d71be5c407b681cbb7	0	1747	4	18662.857000	64.848500	51878	TRUE	18662.882000	51858	64.823500	35051	10.483835	0.000000	70.179390	9.868977	71.209412	9.599575
